Iteration;Time;BestFitness;CurrentFitness;Threshold
540;2,144;0,02696815355501303;0,027442443903755942;0,027442443903755942
541;2,146;0,02696815355501303;0,02696815355501303;0,027442443903755942
542;2,154;0,026943065693428858;0,02696815355501303;0,02696815355501303
543;2,156;0,026943065693428858;0,026943065693428858;0,02696815355501303
544;2,162;0,026521762638549218;0,026943065693428858;0,026943065693428858
545;2,166;0,026521762638549218;0,026521762638549218;0,026943065693428858
546;2,17;0,026521762638549218;0,026521762638549218;0,026943065693428858
547;2,175;0,026521762638549218;0,026521762638549218;0,026943065693428858
548;2,181;0,026520681265205237;0,026521762638549218;0,026521762638549218
551;2,19;0,026520681265205237;0,026520681265205237;0,026521762638549218
557;2,204;0,026520681265205237;0,026520681265205237;0,026521762638549218
571;2,232;0,026520681265205237;0,026520681265205237;0,026521762638549218
573;2,239;0,026520681265205237;0,026520681265205237;0,026521762638549218
577;2,247;0,026520681265205237;0,026520681265205237;0,026521762638549218
580;2,254;0,026520681265205237;0,026520681265205237;0,026943065693428858
588;2,268;0,026520681265205237;0,026520681265205237;0,026943065693428858
589;2,272;0,026520681265205237;0,026520681265205237;0,026943065693428858
591;2,281;0,026520248715867445;0,026520681265205237;0,026520681265205237
593;2,286;0,026520248715867445;0,026520248715867445;0,026520681265205237
598;2,298;0,026520248715867445;0,026520248715867445;0,026520681265205237
599;2,301;0,026520248715867445;0,026520248715867445;0,026520681265205237
604;2,312;0,026520248715867445;0,026520248715867445;0,026520681265205237
610;2,325;0,026520248715867445;0,026520248715867445;0,026520681265205237
614;2,334;0,026520248715867445;0,026520248715867445;0,026520681265205237
623;2,351;0,026520248715867445;0,026520248715867445;0,026520681265205237
627;2,36;0,026520248715867445;0,026520248715867445;0,026520681265205237
630;2,366;0,026520248715867445;0,026520248715867445;0,026521762638549218
631;2,371;0,026520248715867445;0,026520248715867445;0,026521762638549218
633;2,375;0,026520248715867445;0,026520248715867445;0,026521762638549218
634;2,384;0,026432873749660413;0,026520248715867445;0,026520248715867445
640;2,398;0,026432873749660413;0,026432873749660413;0,026520248715867445
645;2,411;0,026432873749660413;0,026432873749660413;0,026520248715867445
648;2,417;0,026432873749660413;0,026432873749660413;0,026520248715867445
652;2,426;0,026432873749660413;0,026432873749660413;0,026520248715867445
659;2,444;0,026432873749660413;0,026432873749660413;0,026520248715867445
661;2,45;0,026432873749660413;0,026432873749660413;0,026520248715867445
662;2,46;0,02643200865098516;0,026432873749660413;0,026432873749660413
663;2,464;0,02643200865098516;0,02643200865098516;0,026432873749660413
666;2,47;0,02643200865098516;0,02643200865098516;0,026432873749660413
668;2,474;0,02643200865098516;0,02643200865098516;0,026432873749660413
671;2,482;0,02643200865098516;0,02643200865098516;0,026432873749660413
674;2,491;0,02643200865098516;0,02643200865098516;0,026432873749660413
675;2,495;0,02643200865098516;0,02643200865098516;0,026432873749660413
677;2,501;0,02643200865098516;0,02643200865098516;0,026432873749660413
680;2,512;0,02643157610164759;0,02643200865098516;0,02643200865098516
682;2,519;0,02643157610164759;0,02643157610164759;0,02643200865098516
683;2,527;0,026429629629628026;0,02643157610164759;0,02643157610164759
684;2,533;0,026409732360095806;0,026429629629628026;0,026429629629628026
685;2,536;0,026409732360095806;0,026409732360095806;0,026429629629628026
686;2,54;0,026409732360095806;0,026409732360095806;0,026429629629628026
688;2,543;0,026409732360095806;0,026409732360095806;0,026429629629628026
689;2,548;0,026409732360095806;0,026409732360095806;0,026429629629628026
690;2,55;0,026409732360095806;0,026409732360095806;0,026429629629628026
692;2,554;0,026409732360095806;0,026409732360095806;0,026429629629628026
693;2,558;0,026409732360095806;0,026409732360095806;0,026429629629628026
694;2,563;0,026409732360095806;0,026409732360095806;0,026429629629628026
695;2,57;0,026409516085427076;0,026409732360095806;0,026409732360095806
696;2,574;0,026409516085427076;0,026409516085427076;0,026409732360095806
698;2,577;0,026409516085427076;0,026409516085427076;0,026409732360095806
699;2,58;0,026409516085427076;0,026409516085427076;0,026409732360095806
700;2,582;0,026409516085427076;0,026409516085427076;0,026409732360095806
701;2,584;0,026409516085427076;0,026409516085427076;0,026409732360095806
702;2,588;0,026409516085427076;0,026409516085427076;0,026409732360095806
703;2,59;0,026409516085427076;0,026409516085427076;0,026409732360095806
704;2,594;0,026409516085427076;0,026409516085427076;0,026409732360095806
705;2,598;0,026409516085427076;0,026409516085427076;0,026409732360095806
706;2,605;0,026408434712082873;0,026409516085427076;0,026409516085427076
708;2,608;0,026408434712082873;0,026408434712082873;0,026409516085427076
709;2,61;0,026408434712082873;0,026408434712082873;0,026409516085427076
710;2,612;0,026408434712082873;0,026408434712082873;0,026409516085427076
711;2,616;0,026408434712082873;0,026408434712082873;0,026409516085427076
712;2,62;0,026408434712082873;0,026408434712082873;0,026409516085427076
713;2,628;0,0264069207894011;0,026408434712082873;0,026408434712082873
714;2,63;0,0264069207894011;0,0264069207894011;0,026408434712082873
715;2,632;0,0264069207894011;0,0264069207894011;0,026408434712082873
716;2,636;0,0264069207894011;0,0264069207894011;0,026408434712082873
717;2,638;0,0264069207894011;0,0264069207894011;0,026408434712082873
719;2,643;0,0264069207894011;0,0264069207894011;0,026408434712082873
720;2,647;0,0264069207894011;0,0264069207894011;0,026408434712082873
721;2,649;0,0264069207894011;0,0264069207894011;0,026408434712082873
722;2,652;0,0264069207894011;0,0264069207894011;0,026408434712082873
723;2,654;0,0264069207894011;0,0264069207894011;0,026408434712082873
724;2,657;0,0264069207894011;0,0264069207894011;0,026408434712082873
725;2,659;0,0264069207894011;0,0264069207894011;0,026408434712082873
726;2,661;0,0264069207894011;0,0264069207894011;0,026408434712082873
728;2,665;0,0264069207894011;0,0264069207894011;0,026408434712082873
729;2,668;0,0264069207894011;0,0264069207894011;0,026408434712082873
730;2,673;0,0264069207894011;0,0264069207894011;0,026408434712082873
731;2,675;0,0264069207894011;0,0264069207894011;0,026408434712082873
732;2,684;0,02636236820762239;0,0264069207894011;0,0264069207894011
734;2,687;0,02636236820762239;0,02636236820762239;0,0264069207894011
735;2,69;0,02636236820762239;0,02636236820762239;0,0264069207894011
736;2,692;0,02636236820762239;0,02636236820762239;0,0264069207894011
737;2,696;0,02636236820762239;0,02636236820762239;0,0264069207894011
738;2,699;0,02636236820762239;0,02636236820762239;0,0264069207894011
739;2,703;0,02636236820762239;0,02636236820762239;0,0264069207894011
740;2,705;0,02636236820762239;0,02636236820762239;0,0264069207894011
742;2,708;0,02636236820762239;0,02636236820762239;0,0264069207894011
743;2,71;0,02636236820762239;0,02636236820762239;0,0264069207894011
744;2,714;0,02636236820762239;0,02636236820762239;0,0264069207894011
745;2,716;0,02636236820762239;0,02636236820762239;0,0264069207894011
749;2,721;0,02636236820762239;0,02636236820762239;0,0264069207894011
750;2,725;0,02636236820762239;0,02636236820762239;0,0264069207894011
751;2,727;0,02636236820762239;0,02636236820762239;0,0264069207894011
752;2,729;0,02636236820762239;0,02636236820762239;0,0264069207894011
753;2,733;0,02636236820762239;0,02636236820762239;0,0264069207894011
754;2,735;0,02636236820762239;0,02636236820762239;0,0264069207894011
755;2,737;0,02636236820762239;0,02636236820762239;0,0264069207894011
756;2,739;0,02636236820762239;0,02636236820762239;0,0264069207894011
758;2,744;0,02636236820762239;0,02636236820762239;0,0264069207894011
759;2,746;0,02636236820762239;0,02636236820762239;0,0264069207894011
760;2,748;0,02636236820762239;0,02636236820762239;0,0264069207894011
762;2,751;0,02636236820762239;0,02636236820762239;0,0264069207894011
763;2,754;0,02636236820762239;0,02636236820762239;0,0264069207894011
764;2,756;0,02636236820762239;0,02636236820762239;0,0264069207894011
765;2,759;0,02636236820762239;0,02636236820762239;0,0264069207894011
766;2,764;0,02636236820762239;0,02636236820762239;0,0264069207894011
767;2,768;0,02636236820762239;0,02636236820762239;0,0264069207894011
768;2,77;0,02636236820762239;0,02636236820762239;0,0264069207894011
769;2,773;0,02636236820762239;0,02636236820762239;0,0264069207894011
770;2,775;0,02636236820762239;0,02636236820762239;0,0264069207894011
771;2,778;0,02636236820762239;0,02636236820762239;0,0264069207894011
772;2,78;0,02636236820762239;0,02636236820762239;0,0264069207894011
774;2,783;0,02636236820762239;0,02636236820762239;0,0264069207894011
775;2,788;0,02636236820762239;0,02636236820762239;0,0264069207894011
776;2,79;0,02636236820762239;0,02636236820762239;0,0264069207894011
777;2,792;0,02636236820762239;0,02636236820762239;0,0264069207894011
778;2,794;0,02636236820762239;0,02636236820762239;0,0264069207894011
779;2,797;0,02636236820762239;0,02636236820762239;0,0264069207894011
780;2,799;0,02636236820762239;0,02636236820762239;0,0264069207894011
781;2,801;0,02636236820762239;0,02636236820762239;0,0264069207894011
782;2,808;0,026362151932953548;0,02636236820762239;0,02636236820762239
783;2,81;0,026362151932953548;0,026362151932953548;0,02636236820762239
784;2,814;0,026362151932953548;0,026362151932953548;0,02636236820762239
786;2,817;0,026362151932953548;0,026362151932953548;0,02636236820762239
787;2,819;0,026362151932953548;0,026362151932953548;0,02636236820762239
788;2,826;0,026360854284940505;0,026362151932953548;0,026362151932953548
789;2,828;0,026360854284940505;0,026360854284940505;0,026362151932953548
790;2,831;0,026360854284940505;0,026360854284940505;0,026362151932953548
791;2,833;0,026360854284940505;0,026360854284940505;0,026362151932953548
792;2,835;0,026360854284940505;0,026360854284940505;0,026362151932953548
793;2,837;0,026360854284940505;0,026360854284940505;0,026362151932953548
794;2,842;0,026360854284940505;0,026360854284940505;0,026362151932953548
795;2,844;0,026360854284940505;0,026360854284940505;0,026362151932953548
796;2,852;0,02631543660448632;0,026360854284940505;0,026360854284940505
797;2,856;0,02631543660448632;0,02631543660448632;0,026360854284940505
798;2,859;0,02631543660448632;0,02631543660448632;0,026360854284940505
799;2,861;0,02631543660448632;0,02631543660448632;0,026360854284940505
801;2,865;0,02631543660448632;0,02631543660448632;0,026360854284940505
802;2,872;0,02631522032981748;0,02631543660448632;0,02631543660448632
803;2,874;0,02631522032981748;0,02631522032981748;0,02631543660448632
804;2,878;0,02631522032981748;0,02631522032981748;0,02631543660448632
805;2,882;0,02631522032981748;0,02631522032981748;0,02631543660448632
807;2,887;0,02631522032981748;0,02631522032981748;0,02631543660448632
808;2,889;0,02631522032981748;0,02631522032981748;0,02631543660448632
809;2,893;0,02631522032981748;0,02631522032981748;0,02631543660448632
810;2,895;0,02631522032981748;0,02631522032981748;0,02631543660448632
812;2,899;0,02631522032981748;0,02631522032981748;0,02631543660448632
813;2,903;0,02631522032981748;0,02631522032981748;0,02631543660448632
814;2,906;0,02631522032981748;0,02631522032981748;0,02631543660448632
815;2,91;0,02631522032981748;0,02631522032981748;0,02631543660448632
816;2,912;0,02631522032981748;0,02631522032981748;0,02631543660448632
817;2,914;0,02631522032981748;0,02631522032981748;0,02631543660448632
818;2,916;0,02631522032981748;0,02631522032981748;0,02631543660448632
820;2,919;0,02631522032981748;0,02631522032981748;0,02631543660448632
821;2,921;0,02631522032981748;0,02631522032981748;0,02631543660448632
822;2,924;0,02631522032981748;0,02631522032981748;0,02631543660448632
823;2,926;0,02631522032981748;0,02631522032981748;0,02631543660448632
825;2,935;0,026314787780479798;0,02631522032981748;0,02631522032981748
826;2,937;0,026314787780479798;0,026314787780479798;0,02631522032981748
827;2,941;0,026314787780479798;0,026314787780479798;0,02631522032981748
828;2,943;0,026314787780479798;0,026314787780479798;0,02631522032981748
829;2,946;0,026314787780479798;0,026314787780479798;0,02631522032981748
830;2,949;0,026314787780479798;0,026314787780479798;0,02631522032981748
831;2,951;0,026314787780479798;0,026314787780479798;0,02631522032981748
832;2,954;0,026314787780479798;0,026314787780479798;0,02631522032981748
833;2,957;0,026314787780479798;0,026314787780479798;0,02631522032981748
834;2,96;0,026314787780479798;0,026314787780479798;0,02631522032981748
835;2,963;0,026314787780479798;0,026314787780479798;0,02631522032981748
836;2,966;0,026314787780479798;0,026314787780479798;0,02631522032981748
838;2,971;0,026314787780479798;0,026314787780479798;0,02631522032981748
839;2,974;0,026314787780479798;0,026314787780479798;0,02631522032981748
840;2,977;0,026314787780479798;0,026314787780479798;0,02631522032981748
841;2,979;0,026314787780479798;0,026314787780479798;0,02631522032981748
842;2,984;0,026314787780479798;0,026314787780479798;0,02631522032981748
844;2,99;0,026314787780479798;0,026314787780479798;0,02631522032981748
846;2,995;0,026314787780479798;0,026314787780479798;0,02631522032981748
847;2,997;0,026314787780479798;0,026314787780479798;0,02631522032981748
848;3,0;0,026314787780479798;0,026314787780479798;0,02631522032981748
849;3,002;0,026314787780479798;0,026314787780479798;0,02631522032981748
850;3,005;0,026314787780479798;0,026314787780479798;0,02631522032981748
851;3,007;0,026314787780479798;0,026314787780479798;0,02631522032981748
853;3,01;0,026314787780479798;0,026314787780479798;0,02631522032981748
854;3,012;0,026314787780479798;0,026314787780479798;0,02631522032981748
855;3,015;0,026314787780479798;0,026314787780479798;0,02631522032981748
856;3,017;0,026314787780479798;0,026314787780479798;0,02631522032981748
857;3,019;0,026314787780479798;0,026314787780479798;0,02631522032981748
858;3,023;0,026314787780479798;0,026314787780479798;0,02631522032981748
859;3,026;0,026314787780479798;0,026314787780479798;0,02631522032981748
860;3,03;0,026314787780479798;0,026314787780479798;0,02631522032981748
862;3,033;0,026314787780479798;0,026314787780479798;0,02631522032981748
863;3,036;0,026314787780479798;0,026314787780479798;0,02631522032981748
864;3,038;0,026314787780479798;0,026314787780479798;0,02631522032981748
865;3,04;0,026314787780479798;0,026314787780479798;0,02631522032981748
866;3,042;0,026314787780479798;0,026314787780479798;0,02631522032981748
867;3,044;0,026314787780479798;0,026314787780479798;0,02631522032981748
868;3,046;0,026314787780479798;0,026314787780479798;0,02631522032981748
869;3,049;0,026314787780479798;0,026314787780479798;0,02631522032981748
870;3,052;0,026314787780479798;0,026314787780479798;0,02631522032981748
871;3,054;0,026314787780479798;0,026314787780479798;0,02631522032981748
872;3,056;0,026314787780479798;0,026314787780479798;0,02631522032981748
873;3,058;0,026314787780479798;0,026314787780479798;0,02631522032981748
874;3,06;0,026314787780479798;0,026314787780479798;0,02631522032981748
875;3,063;0,026314787780479798;0,026314787780479798;0,02631522032981748
876;3,066;0,026314787780479798;0,026314787780479798;0,02631522032981748
877;3,069;0,026314787780479798;0,026314787780479798;0,02631522032981748
878;3,072;0,026314787780479798;0,026314787780479798;0,02631522032981748
880;3,075;0,026314787780479798;0,026314787780479798;0,02631522032981748
881;3,077;0,026314787780479798;0,026314787780479798;0,02631522032981748
882;3,082;0,026314787780479798;0,026314787780479798;0,02631522032981748
883;3,086;0,026314787780479798;0,026314787780479798;0,02631522032981748
884;3,088;0,026314787780479798;0,026314787780479798;0,02631522032981748
885;3,093;0,026314787780479798;0,026314787780479798;0,02631522032981748
886;3,097;0,026314787780479798;0,026314787780479798;0,02631522032981748
888;3,103;0,026314787780479798;0,026314787780479798;0,02631522032981748
890;3,109;0,026314787780479798;0,026314787780479798;0,02631522032981748
891;3,114;0,026314787780479798;0,026314787780479798;0,02631522032981748
894;3,118;0,026314787780479798;0,026314787780479798;0,02631522032981748
895;3,123;0,026314787780479798;0,026314787780479798;0,02631522032981748
896;3,126;0,026314787780479798;0,026314787780479798;0,02631522032981748
897;3,128;0,026314787780479798;0,026314787780479798;0,02631522032981748
898;3,131;0,026314787780479798;0,026314787780479798;0,02631522032981748
899;3,134;0,026314787780479798;0,026314787780479798;0,02631522032981748
900;3,137;0,026314787780479798;0,026314787780479798;0,02631522032981748
902;3,14;0,026314787780479798;0,026314787780479798;0,02631522032981748
903;3,142;0,026314787780479798;0,026314787780479798;0,02631522032981748
904;3,147;0,026314787780479798;0,026314787780479798;0,02631522032981748
905;3,149;0,026314787780479798;0,026314787780479798;0,02631522032981748
906;3,151;0,026314787780479798;0,026314787780479798;0,02631522032981748
907;3,153;0,026314787780479798;0,026314787780479798;0,02631522032981748
908;3,155;0,026314787780479798;0,026314787780479798;0,02631522032981748
909;3,158;0,026314787780479798;0,026314787780479798;0,02631522032981748
910;3,162;0,026314787780479798;0,026314787780479798;0,02631522032981748
911;3,165;0,026314787780479798;0,026314787780479798;0,02631522032981748
912;3,167;0,026314787780479798;0,026314787780479798;0,02631522032981748
914;3,173;0,026314787780479798;0,026314787780479798;0,02631522032981748
915;3,175;0,026314787780479798;0,026314787780479798;0,02631522032981748
917;3,178;0,026314787780479798;0,026314787780479798;0,02631522032981748
918;3,182;0,026314787780479798;0,026314787780479798;0,02631522032981748
919;3,184;0,026314787780479798;0,026314787780479798;0,02631522032981748
920;3,186;0,026314787780479798;0,026314787780479798;0,02631522032981748
921;3,191;0,026314787780479798;0,026314787780479798;0,02631522032981748
922;3,193;0,026314787780479798;0,026314787780479798;0,02631522032981748
923;3,195;0,026314787780479798;0,026314787780479798;0,02631522032981748
925;3,199;0,026314787780479798;0,026314787780479798;0,02631522032981748
926;3,201;0,026314787780479798;0,026314787780479798;0,02631522032981748
927;3,204;0,026314787780479798;0,026314787780479798;0,02631522032981748
928;3,209;0,026314787780479798;0,026314787780479798;0,02631522032981748
929;3,212;0,026314787780479798;0,026314787780479798;0,02631522032981748
930;3,214;0,026314787780479798;0,026314787780479798;0,02631522032981748
931;3,216;0,026314787780479798;0,026314787780479798;0,02631522032981748
933;3,22;0,026314787780479798;0,026314787780479798;0,02631522032981748
934;3,222;0,026314787780479798;0,026314787780479798;0,02631522032981748
935;3,224;0,026314787780479798;0,026314787780479798;0,02631522032981748
936;3,227;0,026314787780479798;0,026314787780479798;0,02631522032981748
937;3,231;0,026314787780479798;0,026314787780479798;0,02631522032981748
938;3,234;0,026314787780479798;0,026314787780479798;0,02631522032981748
940;3,238;0,026314787780479798;0,026314787780479798;0,02631522032981748
941;3,243;0,026314787780479798;0,026314787780479798;0,02631522032981748
942;3,245;0,026314787780479798;0,026314787780479798;0,02631522032981748
943;3,247;0,026314787780479798;0,026314787780479798;0,02631522032981748
945;3,25;0,026314787780479798;0,026314787780479798;0,02631522032981748
948;3,255;0,026314787780479798;0,026314787780479798;0,02631522032981748
949;3,258;0,026314787780479798;0,026314787780479798;0,02631522032981748
950;3,26;0,026314787780479798;0,026314787780479798;0,02631522032981748
951;3,262;0,026314787780479798;0,026314787780479798;0,02631522032981748
952;3,267;0,026314787780479798;0,026314787780479798;0,02631522032981748
953;3,269;0,026314787780479798;0,026314787780479798;0,02631522032981748
954;3,271;0,026314787780479798;0,026314787780479798;0,02631522032981748
955;3,274;0,026314787780479798;0,026314787780479798;0,02631522032981748
956;3,276;0,026314787780479798;0,026314787780479798;0,02631522032981748
958;3,28;0,026314787780479798;0,026314787780479798;0,02631522032981748
959;3,285;0,026314787780479798;0,026314787780479798;0,02631522032981748
960;3,29;0,026314787780479798;0,026314787780479798;0,02631522032981748
961;3,294;0,026314787780479798;0,026314787780479798;0,02631522032981748
963;3,297;0,026314787780479798;0,026314787780479798;0,02631522032981748
964;3,3;0,026314787780479798;0,026314787780479798;0,02631522032981748
965;3,305;0,026314787780479798;0,026314787780479798;0,02631522032981748
966;3,307;0,026314787780479798;0,026314787780479798;0,02631522032981748
967;3,309;0,026314787780479798;0,026314787780479798;0,02631522032981748
969;3,313;0,026314787780479798;0,026314787780479798;0,02631522032981748
970;3,315;0,026314787780479798;0,026314787780479798;0,02631522032981748
971;3,317;0,026314787780479798;0,026314787780479798;0,02631522032981748
972;3,32;0,026314787780479798;0,026314787780479798;0,02631522032981748
974;3,323;0,026314787780479798;0,026314787780479798;0,02631522032981748
975;3,326;0,026314787780479798;0,026314787780479798;0,02631522032981748
976;3,329;0,026314787780479798;0,026314787780479798;0,02631522032981748
977;3,331;0,026314787780479798;0,026314787780479798;0,02631522032981748
978;3,333;0,026314787780479798;0,026314787780479798;0,02631522032981748
979;3,337;0,026314787780479798;0,026314787780479798;0,02631522032981748
980;3,34;0,026314787780479798;0,026314787780479798;0,02631522032981748
981;3,344;0,026314787780479798;0,026314787780479798;0,02631522032981748
983;3,353;0,02631132738577846;0,026314787780479798;0,026314787780479798
984;3,358;0,02630094620167478;0,02631132738577846;0,02631132738577846
985;3,361;0,02630094620167478;0,02630094620167478;0,02631132738577846
987;3,364;0,02630094620167478;0,02630094620167478;0,02631132738577846
988;3,367;0,02630094620167478;0,02630094620167478;0,02631132738577846
991;3,371;0,02630094620167478;0,02630094620167478;0,02631132738577846
992;3,373;0,02630094620167478;0,02630094620167478;0,02631132738577846
993;3,378;0,02630094620167478;0,02630094620167478;0,02631132738577846
994;3,382;0,02630094620167478;0,02630094620167478;0,02631132738577846
995;3,387;0,02630094620167478;0,02630094620167478;0,02631132738577846
996;3,389;0,02630094620167478;0,02630094620167478;0,02631132738577846
997;3,396;0,026300081102999417;0,02630094620167478;0,02630094620167478
998;3,398;0,026300081102999417;0,026300081102999417;0,02630094620167478
999;3,402;0,026300081102999417;0,026300081102999417;0,02630094620167478
1000;3,406;0,026300081102999417;0,026300081102999417;0,02630094620167478
1001;3,409;0,026300081102999417;0,026300081102999417;0,02630094620167478
1002;3,411;0,026300081102999417;0,026300081102999417;0,02630094620167478
1003;3,413;0,026300081102999417;0,026300081102999417;0,02630094620167478
1004;3,417;0,026300081102999417;0,026300081102999417;0,02630094620167478
1005;3,419;0,026300081102999417;0,026300081102999417;0,02630094620167478
1006;3,421;0,026300081102999417;0,026300081102999417;0,02630094620167478
1007;3,423;0,026300081102999417;0,026300081102999417;0,02630094620167478
1008;3,425;0,026300081102999417;0,026300081102999417;0,02630094620167478
1009;3,43;0,026300081102999417;0,026300081102999417;0,02630094620167478
1011;3,48;0,026300081102999417;0,026300081102999417;0,02630094620167478
1012;3,482;0,026300081102999417;0,026300081102999417;0,02630094620167478
1013;3,484;0,026300081102999417;0,026300081102999417;0,02630094620167478
1014;3,486;0,026300081102999417;0,026300081102999417;0,02630094620167478
1015;3,489;0,026300081102999417;0,026300081102999417;0,02630094620167478
1016;3,491;0,026300081102999417;0,026300081102999417;0,02630094620167478
1017;3,495;0,026300081102999417;0,026300081102999417;0,02630094620167478
1018;3,499;0,026300081102999417;0,026300081102999417;0,02630094620167478
1020;3,502;0,026300081102999417;0,026300081102999417;0,02630094620167478
1022;3,507;0,026300081102999417;0,026300081102999417;0,02630094620167478
1023;3,51;0,026300081102999417;0,026300081102999417;0,02630094620167478
1025;3,515;0,026300081102999417;0,026300081102999417;0,02630094620167478
1026;3,519;0,026300081102999417;0,026300081102999417;0,02630094620167478
1027;3,526;0,026298783454986374;0,026300081102999417;0,026300081102999417
1029;3,531;0,026298783454986374;0,026298783454986374;0,026300081102999417
1030;3,535;0,026298783454986374;0,026298783454986374;0,026300081102999417
1031;3,538;0,026298783454986374;0,026298783454986374;0,026300081102999417
1032;3,541;0,026298783454986374;0,026298783454986374;0,026300081102999417
1033;3,544;0,026298783454986374;0,026298783454986374;0,026300081102999417
1034;3,546;0,026298783454986374;0,026298783454986374;0,026300081102999417
1036;3,549;0,026298783454986374;0,026298783454986374;0,026300081102999417
1037;3,553;0,026298783454986374;0,026298783454986374;0,026300081102999417
1038;3,557;0,026298783454986374;0,026298783454986374;0,026300081102999417
1040;3,562;0,026298783454986374;0,026298783454986374;0,026300081102999417
1041;3,567;0,026298783454986374;0,026298783454986374;0,026300081102999417
1042;3,57;0,026298783454986374;0,026298783454986374;0,026300081102999417
1043;3,573;0,026298783454986374;0,026298783454986374;0,026300081102999417
1044;3,575;0,026298783454986374;0,026298783454986374;0,026300081102999417
1045;3,583;0,026294457961609674;0,026298783454986374;0,026298783454986374
1046;3,586;0,026294457961609674;0,026294457961609674;0,026298783454986374
1047;3,592;0,02629251148959011;0,026294457961609674;0,026294457961609674
1048;3,594;0,02629251148959011;0,02629251148959011;0,026294457961609674
1049;3,598;0,02629251148959011;0,02629251148959011;0,026294457961609674
1051;3,602;0,02629251148959011;0,02629251148959011;0,026294457961609674
1053;3,605;0,02629251148959011;0,02629251148959011;0,026294457961609674
1054;3,608;0,02629251148959011;0,02629251148959011;0,026294457961609674
1055;3,61;0,02629251148959011;0,02629251148959011;0,026294457961609674
1056;3,613;0,02629251148959011;0,02629251148959011;0,026294457961609674
1057;3,615;0,02629251148959011;0,02629251148959011;0,026294457961609674
1058;3,62;0,02629251148959011;0,02629251148959011;0,026294457961609674
1059;3,622;0,02629251148959011;0,02629251148959011;0,026294457961609674
1060;3,624;0,02629251148959011;0,02629251148959011;0,026294457961609674
1061;3,626;0,02629251148959011;0,02629251148959011;0,026294457961609674
1062;3,63;0,02629251148959011;0,02629251148959011;0,026294457961609674
1065;3,635;0,02629251148959011;0,02629251148959011;0,026294457961609674
1066;3,637;0,02629251148959011;0,02629251148959011;0,026294457961609674
1067;3,64;0,02629251148959011;0,02629251148959011;0,026294457961609674
1068;3,643;0,02629251148959011;0,02629251148959011;0,026294457961609674
1069;3,645;0,02629251148959011;0,02629251148959011;0,026294457961609674
1070;3,649;0,02629251148959011;0,02629251148959011;0,026294457961609674
1071;3,651;0,02629251148959011;0,02629251148959011;0,026294457961609674
1072;3,701;0,02629251148959011;0,02629251148959011;0,026294457961609674
1073;3,703;0,02629251148959011;0,02629251148959011;0,026294457961609674
1074;3,706;0,02629251148959011;0,02629251148959011;0,026294457961609674
1075;3,709;0,02629251148959011;0,02629251148959011;0,026294457961609674
1077;3,714;0,02629251148959011;0,02629251148959011;0,026294457961609674
1078;3,716;0,02629251148959011;0,02629251148959011;0,026294457961609674
1079;3,718;0,02629251148959011;0,02629251148959011;0,026294457961609674
1080;3,722;0,02629251148959011;0,02629251148959011;0,026294457961609674
1081;3,725;0,02629251148959011;0,02629251148959011;0,026294457961609674
1082;3,727;0,02629251148959011;0,02629251148959011;0,026294457961609674
1083;3,729;0,02629251148959011;0,02629251148959011;0,026294457961609674
1084;3,732;0,02629251148959011;0,02629251148959011;0,026294457961609674
1086;3,736;0,02629251148959011;0,02629251148959011;0,026294457961609674
1088;3,739;0,02629251148959011;0,02629251148959011;0,026294457961609674
1089;3,743;0,02629251148959011;0,02629251148959011;0,026294457961609674
1090;3,746;0,02629251148959011;0,02629251148959011;0,026294457961609674
1091;3,749;0,02629251148959011;0,02629251148959011;0,026294457961609674
1092;3,751;0,02629251148959011;0,02629251148959011;0,026294457961609674
1094;3,76;0,02629251148959011;0,02629251148959011;0,026294457961609674
1095;3,763;0,02629251148959011;0,02629251148959011;0,026294457961609674
1097;3,767;0,02629251148959011;0,02629251148959011;0,026294457961609674
1098;3,77;0,02629251148959011;0,02629251148959011;0,026294457961609674
1099;3,772;0,02629251148959011;0,02629251148959011;0,026294457961609674
1100;3,774;0,02629251148959011;0,02629251148959011;0,026294457961609674
1101;3,777;0,02629251148959011;0,02629251148959011;0,026294457961609674
1102;3,779;0,02629251148959011;0,02629251148959011;0,026294457961609674
1104;3,783;0,02629251148959011;0,02629251148959011;0,026294457961609674
1105;3,785;0,02629251148959011;0,02629251148959011;0,026294457961609674
1106;3,787;0,02629251148959011;0,02629251148959011;0,026294457961609674
1107;3,789;0,02629251148959011;0,02629251148959011;0,026294457961609674
1108;3,792;0,02629251148959011;0,02629251148959011;0,026294457961609674
1111;3,796;0,02629251148959011;0,02629251148959011;0,026294457961609674
1113;3,801;0,02629251148959011;0,02629251148959011;0,026294457961609674
1114;3,804;0,02629251148959011;0,02629251148959011;0,026294457961609674
1115;3,806;0,02629251148959011;0,02629251148959011;0,026294457961609674
1116;3,811;0,02629251148959011;0,02629251148959011;0,026294457961609674
1117;3,814;0,02629251148959011;0,02629251148959011;0,026294457961609674
1118;3,816;0,02629251148959011;0,02629251148959011;0,026294457961609674
1119;3,866;0,02629251148959011;0,02629251148959011;0,026294457961609674
1120;3,869;0,02629251148959011;0,02629251148959011;0,026294457961609674
1121;3,871;0,02629251148959011;0,02629251148959011;0,026294457961609674
1122;3,874;0,02629251148959011;0,02629251148959011;0,026294457961609674
1123;3,877;0,02629251148959011;0,02629251148959011;0,026294457961609674
